,년도,리그,소속,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,차단된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격지역패스시도,공격지역패스성공,공격지역패스성공%,수비지역패스시도,수비지역패스성공,수비지역패스성공%,중앙지역패스시도,중앙지역패스성공,중앙지역패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,숏패스시도,숏패스성공,숏패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장
45,2023,K리그2,성남,진성욱,FW,93,541,3,1,14,4,2,8,9,5,1,0,0,0,6,2,33.3,118,78,66.1,3,39,14,0.0,41,35,85.4,38,29,76.3,54,36,66.7,4,0,0.0,60,42,70.0,5,3,60.0,33,24,72.7,80,51,63.8,5,1,20.0,0,11,4,36.4,39,15,136.4,7,2,28.6,5,4,3,27,5,11,8,10,2,0
46,2023,K리그2,성남,크리스,FW,99,80,0,0,3,2,0,1,2,1,0,0,0,1,3,1,33.3,18,14,77.8,1,3,1,0.0,12,12,100.0,3,1,33.3,11,8,72.7,2,1,50.0,5,5,100.0,1,0,0.0,2,1,50.0,15,13,86.7,4,1,25.0,0,1,0,0.0,3,2,200.0,1,0,0.0,0,0,0,9,1,0,1,0,0,0
47,2023,K리그2,성남,가브리엘,대기,96,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,66.7,0,2,1,0.0,2,2,100.0,2,1,50.0,3,2,66.7,0,0,0.0,3,2,66.7,1,0,0.0,1,1,100.0,4,3,75.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
48,2023,K리그2,성남,강의빈,대기,3,72,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.0,74,73,98.6,0,18,17,0.0,2,2,100.0,54,54,100.0,2,2,100.0,12,12,100.0,60,59,98.3,1,1,100.0,39,39,100.0,34,33,97.1,1,0,0.0,0,0,0,0.0,10,6,0.0,0,0,0.0,10,4,2,2,1,0,0,0,0,0
49,2023,K리그2,성남,국태정,대기,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
50,2023,K리그2,성남,권순형,대기,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,8,100.0,0,2,2,0.0,0,0,0.0,6,6,100.0,1,1,100.0,2,2,100.0,5,5,100.0,1,1,100.0,5,5,100.0,2,2,100.0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0.0,0,2,0,1,1,0,0,1,0,0
51,2023,K리그2,성남,김영광,대기,41,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,10,5,50.0,0,7,2,0.0,0,0,0.0,3,3,100.0,0,0,0.0,10,5,50.0,0,0,0.0,7,2,28.6,1,1,100.0,2,2,100.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0
52,2023,K리그2,성남,김원준,대기,18,191,1,0,4,1,2,1,3,1,0,0,0,1,7,3,42.9,28,19,67.9,1,9,3,0.0,12,12,100.0,7,4,57.1,12,10,83.3,5,3,60.0,11,6,54.5,0,0,0.0,5,2,40.0,23,17,73.9,8,1,12.5,0,2,2,100.0,8,2,100.0,4,0,0.0,2,2,7,12,1,2,5,4,0,0
53,2023,K리그2,성남,김지수,대기,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
54,2023,K리그2,성남,김진래,대기,16,120,0,0,2,0,0,2,1,1,0,2,1,8,2,1,50.0,65,55,84.6,0,18,10,0.0,18,18,100.0,29,27,93.1,16,14,87.5,7,5,71.4,42,36,85.7,5,1,20.0,20,17,85.0,40,37,92.5,7,1,14.3,0,1,0,0.0,2,1,100.0,1,0,0.0,4,1,2,10,5,1,2,3,1,0
55,2023,K리그2,성남,김현태,대기,6,142,0,0,2,0,0,2,2,0,0,3,0,0,0,0,0.0,49,40,81.6,0,22,15,0.0,11,10,90.9,16,15,93.8,6,3,50.0,12,12,100.0,31,25,80.6,4,2,50.0,14,12,85.7,31,26,83.9,0,0,0.0,0,0,0,0.0,9,5,0.0,1,0,0.0,8,7,3,5,0,0,1,0,0,0
56,2023,K리그2,성남,김훈민,대기,37,96,0,0,2,0,0,2,1,1,0,0,0,15,1,0,0.0,42,37,88.1,0,23,18,0.0,9,9,100.0,10,10,100.0,13,13,100.0,7,6,85.7,22,18,81.8,4,3,75.0,20,17,85.0,18,17,94.4,5,1,20.0,0,2,1,50.0,10,5,250.0,2,1,50.0,4,3,3,4,4,0,2,2,1,0
57,2023,K리그2,성남,데닐손,대기,9,452,3,0,15,5,3,7,9,6,1,0,0,0,0,0,0.0,84,53,63.1,4,28,9,0.0,27,26,96.3,29,18,62.1,33,20,60.6,1,0,0.0,50,33,66.0,4,1,25.0,19,12,63.2,61,40,65.6,4,2,50.0,0,8,4,50.0,59,19,237.5,6,0,0.0,8,3,3,16,6,5,9,5,1,0
58,2023,K리그2,성남,문창진,대기,21,64,0,0,4,0,3,1,2,2,0,1,1,0,0,0,0.0,32,23,71.9,1,12,5,0.0,9,9,100.0,11,9,81.8,15,13,86.7,3,1,33.3,14,9,64.3,4,0,0.0,14,10,71.4,14,13,92.9,1,0,0.0,0,0,0,0.0,5,0,0.0,2,1,50.0,1,1,4,7,2,0,0,0,0,0
59,2023,K리그2,성남,박상혁,대기,8,267,1,1,10,4,0,6,4,6,0,3,19,1,4,1,25.0,113,97,85.8,8,38,25,0.0,36,35,97.2,39,37,94.9,40,33,82.5,10,8,80.0,63,56,88.9,4,2,50.0,25,19,76.0,84,76,90.5,32,6,18.8,2,1,0,0.0,12,1,100.0,9,3,33.3,2,5,3,24,5,5,3,6,1,0
60,2023,K리그2,성남,박지원,대기,47,207,0,0,2,2,0,0,1,1,0,0,0,16,7,6,85.7,74,60,81.1,2,40,29,0.0,16,15,93.8,18,16,88.9,25,21,84.0,13,9,69.2,36,30,83.3,11,9,81.8,20,12,60.0,43,39,90.7,9,1,11.1,0,3,2,66.7,6,4,133.3,10,3,30.0,6,6,1,11,6,1,1,2,0,0
61,2023,K리그2,성남,박태준,대기,55,52,0,0,0,0,0,0,0,0,0,1,1,1,1,1,100.0,34,29,85.3,1,11,7,0.0,7,7,100.0,16,15,93.8,4,4,100.0,3,2,66.7,27,23,85.2,2,1,50.0,13,10,76.9,19,18,94.7,3,0,0.0,0,1,1,100.0,1,0,0.0,2,0,0.0,0,1,4,5,1,0,0,0,0,0
62,2023,K리그2,성남,신재원,대기,15,275,1,0,5,2,2,1,4,1,1,1,0,2,4,1,25.0,72,45,62.5,1,36,17,0.0,15,14,93.3,21,14,66.7,31,18,58.1,10,9,90.0,31,18,58.1,2,1,50.0,20,12,60.0,50,32,64.0,12,1,8.3,1,7,3,42.9,37,14,200.0,7,2,28.6,5,6,4,19,3,3,6,5,2,0
63,2023,K리그2,성남,심동운,대기,11,27,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100.0,4,3,75.0,1,1,1,0.0,0,0,0.0,3,2,66.7,1,0,0.0,1,1,100.0,2,2,100.0,0,0,0.0,2,2,100.0,2,1,50.0,2,1,50.0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0,5,0,1,0,0,0,0
64,2023,K리그2,성남,양시후,대기,44,132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,59,49,83.1,0,20,14,0.0,14,14,100.0,25,21,84.0,11,10,90.9,6,5,83.3,42,34,81.0,3,2,66.7,25,20,80.0,31,27,87.1,1,0,0.0,0,0,0,0.0,10,5,0.0,4,3,75.0,7,5,2,11,1,0,3,1,1,0
65,2023,K리그2,성남,양태양,대기,28,72,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0.0,17,15,88.2,0,3,2,0.0,10,9,90.0,4,4,100.0,7,6,85.7,0,0,0.0,10,9,90.0,0,0,0.0,4,3,75.0,13,12,92.3,1,0,0.0,0,0,0,0.0,2,2,0.0,1,0,0.0,2,0,1,3,1,2,2,1,0,0
66,2023,K리그2,성남,유선,대기,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,83.3,0,4,3,0.0,1,1,100.0,1,1,100.0,0,0,0.0,5,4,80.0,1,1,100.0,0,0,0.0,2,1,50.0,4,4,100.0,0,0,0.0,0,0,0,0.0,2,1,0.0,0,0,0.0,4,1,0,1,0,0,0,0,0,0
67,2023,K리그2,성남,이상민,대기,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32,29,90.6,0,13,10,0.0,5,5,100.0,14,14,100.0,3,3,100.0,10,10,100.0,19,16,84.2,4,4,100.0,12,10,83.3,16,15,93.8,0,0,0.0,0,0,0,0.0,3,2,0.0,0,0,0.0,5,2,0,4,1,1,0,0,0,0
68,2023,K리그2,성남,이재원,대기,14,44,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0.0,13,11,84.6,0,7,6,0.0,4,4,100.0,2,1,50.0,5,4,80.0,2,1,50.0,6,6,100.0,1,0,0.0,6,5,83.3,6,6,100.0,0,0,0.0,0,1,0,0.0,1,0,0.0,0,0,0.0,1,3,2,2,1,1,0,0,0,0
69,2023,K리그2,성남,이종호,대기,10,110,2,0,3,2,0,1,3,0,1,1,0,1,1,0,0.0,37,19,51.4,0,17,5,0.0,6,5,83.3,14,9,64.3,21,12,57.1,0,0,0.0,16,7,43.8,3,1,33.3,6,2,33.3,28,16,57.1,5,3,60.0,0,6,4,66.7,20,6,100.0,0,0,0.0,0,0,0,10,1,4,1,2,0,0
70,2023,K리그2,성남,이준상,대기,27,71,0,0,3,1,1,1,1,2,1,0,0,1,1,1,100.0,23,16,69.6,1,5,2,0.0,9,7,77.8,9,7,77.8,8,6,75.0,2,0,0.0,13,10,76.9,0,0,0.0,4,2,50.0,19,14,73.7,2,0,0.0,0,1,1,100.0,5,2,200.0,3,0,0.0,0,1,2,7,2,4,0,1,0,0
71,2023,K리그2,성남,이지훈,대기,17,359,0,1,1,1,0,0,1,0,0,1,0,38,3,2,66.7,127,93,73.2,1,77,46,0.0,21,21,100.0,29,26,89.7,29,25,86.2,31,17,54.8,67,51,76.1,14,7,50.0,45,32,71.1,68,54,79.4,11,1,9.1,0,3,0,0.0,12,2,66.7,8,4,50.0,18,11,8,18,8,2,1,2,0,0
72,2023,K리그2,성남,장영기,대기,24,94,0,0,4,0,2,2,1,3,0,0,0,1,0,0,0.0,39,29,74.4,0,17,8,0.0,13,12,92.3,9,9,100.0,10,6,60.0,6,4,66.7,23,19,82.6,1,0,0.0,9,7,77.8,29,22,75.9,1,1,100.0,1,0,0,0.0,8,7,0.0,1,0,0.0,3,1,0,11,1,0,2,0,1,0
73,2023,K리그2,성남,장효준,대기,29,70,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,20,17,85.0,1,9,7,0.0,4,4,100.0,7,6,85.7,3,2,66.7,5,4,80.0,12,11,91.7,2,1,50.0,6,5,83.3,12,11,91.7,2,1,50.0,0,0,0,0.0,2,1,0.0,0,0,0.0,7,0,1,2,0,0,1,2,0,0
74,2023,K리그2,성남,전성수,대기,33,371,0,1,5,1,4,0,3,2,0,0,0,4,13,4,30.8,73,60,82.2,3,24,16,0.0,31,29,93.5,18,15,83.3,29,22,75.9,7,6,85.7,37,32,86.5,2,0,0.0,18,18,100.0,53,42,79.2,10,2,20.0,0,6,2,33.3,33,10,166.7,6,1,16.7,3,7,4,17,5,7,2,4,0,0
75,2023,K리그2,성남,정명제,대기,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
76,2023,K리그2,성남,정승용,대기,23,35,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,12,11,91.7,0,6,5,0.0,4,4,100.0,2,2,100.0,6,5,83.3,1,1,100.0,5,5,100.0,0,0,0.0,4,4,100.0,8,7,87.5,0,0,0.0,0,1,0,0.0,0,0,0.0,1,0,0.0,2,1,0,2,0,1,0,0,0,0
77,2023,K리그2,성남,정한민,대기,19,612,2,1,10,4,3,3,6,4,3,0,0,1,6,3,50.0,101,75,74.3,4,39,21,0.0,26,22,84.6,36,32,88.9,50,41,82.0,13,8,61.5,38,26,68.4,4,2,50.0,24,21,87.5,73,52,71.2,20,1,5.0,2,18,11,61.1,29,7,38.9,8,2,25.0,2,6,6,38,8,2,4,14,1,0
78,2023,K리그2,성남,조성욱,대기,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,80.0,0,2,2,0.0,0,0,0.0,3,2,66.7,0,0,0.0,1,1,100.0,4,3,75.0,1,0,0.0,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0,0.0,1,1,0.0,0,0,0.0,4,1,0,3,2,0,0,0,0,0
79,2023,K리그2,성남,진성욱,대기,93,191,0,0,10,3,2,5,10,0,0,0,0,0,4,0,0.0,32,18,56.2,1,15,3,0.0,12,12,100.0,5,3,60.0,18,10,55.6,0,0,0.0,14,8,57.1,3,2,66.7,6,3,50.0,23,13,56.5,4,1,25.0,0,0,0,0.0,21,10,0.0,2,0,0.0,1,1,4,14,1,6,5,4,1,0
80,2023,K리그2,성남,최필수,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
81,2023,K리그2,성남,크리스,대기,99,202,1,0,2,1,1,0,1,1,4,0,0,1,7,2,28.6,38,30,78.9,1,7,3,0.0,21,20,95.2,10,7,70.0,21,16,76.2,0,0,0.0,17,14,82.4,2,2,100.0,16,11,68.8,20,17,85.0,2,1,50.0,2,1,1,100.0,3,0,0.0,6,3,50.0,4,2,1,5,2,2,2,4,0,0
82,2023,K리그2,성남,패트릭,대기,5,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,42,36,85.7,0,23,17,0.0,5,5,100.0,14,14,100.0,2,1,50.0,9,6,66.7,31,29,93.5,6,2,33.3,21,20,95.2,15,14,93.3,0,0,0.0,0,1,1,100.0,12,7,700.0,2,1,50.0,16,1,0,3,3,0,1,0,0,0
0,2023,K리그2,경남,고동민,GK,1,2804,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0.0,"1,082",818,75.6,0,763,502,0.0,1,1,100.0,318,315,99.1,0,0,0.0,"1,073",812,75.7,9,6,66.7,402,154,38.3,348,335,96.3,332,329,99.1,0,0,0.0,0,0,0,0.0,1,1,0.0,0,0,0.0,31,92,1,93,6,1,0,4,3,0
1,2023,K리그2,경남,손정현,GK,31,198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,110,88,80.0,0,67,45,0.0,0,0,0.0,43,43,100.0,0,0,0.0,110,88,80.0,0,0,0.0,30,12,40.0,44,42,95.5,36,34,94.4,0,0,0.0,1,2,2,100.0,0,0,0.0,0,0,0.0,1,12,2,8,0,0,0,0,0,0
2,2023,K리그2,경남,권기표,DF,11,142,0,0,2,0,1,1,0,2,0,2,0,23,0,0,0.0,94,84,89.4,0,26,19,0.0,36,36,100.0,32,29,90.6,24,21,87.5,13,12,92.3,57,51,89.5,12,11,91.7,38,32,84.2,44,41,93.2,3,0,0.0,0,4,2,50.0,9,6,150.0,2,0,0.0,9,4,7,12,8,4,2,1,0,0
3,2023,K리그2,경남,김영찬,DF,5,500,0,0,2,1,0,1,2,0,0,9,0,0,0,0,0.0,364,331,90.9,0,160,127,0.0,25,25,100.0,179,179,100.0,6,2,33.3,103,93,90.3,255,236,92.5,57,38,66.7,187,182,97.3,120,111,92.5,1,1,100.0,0,8,1,12.5,44,31,387.5,5,2,40.0,44,17,6,11,19,3,4,4,1,0
4,2023,K리그2,경남,박민서,DF,21,2129,0,4,10,2,2,6,1,9,4,27,41,184,19,5,26.3,"1,066",887,83.2,29,352,218,0.0,326,322,98.8,388,347,89.4,208,186,89.4,250,185,74.0,608,516,84.9,152,94,61.8,405,343,84.7,509,450,88.4,171,32,18.7,7,16,10,62.5,43,25,156.2,52,11,21.2,85,75,65,122,35,11,33,11,1,0
5,2023,K리그2,경남,박재환,DF,73,2698,2,0,10,4,0,6,9,1,2,33,0,5,0,0,0.0,"1,740","1,603",92.1,5,664,547,0.0,186,186,100.0,890,870,97.8,38,27,71.1,780,733,94.0,922,843,91.4,216,146,67.6,967,934,96.6,557,523,93.9,7,2,28.6,5,28,10,35.7,201,139,496.4,31,8,25.8,240,91,29,86,59,3,15,2,1,0
6,2023,K리그2,경남,우주성,DF,15,1291,0,1,7,2,2,3,5,2,0,4,0,120,11,8,72.7,670,521,77.8,9,305,173,0.0,163,156,95.7,202,192,95.0,116,97,83.6,203,142,70.0,351,282,80.3,99,66,66.7,304,234,77.0,267,221,82.8,55,9,16.4,1,21,11,52.4,59,43,204.8,28,13,46.4,47,53,44,69,38,8,8,8,0,0
7,2023,K리그2,경남,이강희,DF,88,1366,0,0,9,1,1,7,3,6,0,16,0,2,1,1,100.0,"1,046",941,90.0,3,442,346,0.0,113,112,99.1,491,483,98.4,16,11,68.8,415,375,90.4,615,555,90.2,195,138,70.8,562,533,94.8,289,270,93.4,9,2,22.2,3,15,9,60.0,71,50,333.3,20,5,25.0,106,65,22,46,25,1,10,9,1,0
8,2023,K리그2,경남,이광선,DF,20,907,0,0,8,1,1,6,6,2,0,9,0,0,0,0,0.0,480,419,87.3,0,205,147,0.0,47,46,97.9,228,226,99.1,4,0,0.0,202,178,88.1,274,241,88.0,68,33,48.5,263,247,93.9,149,139,93.3,0,0,0.0,2,9,7,77.8,84,62,688.9,8,5,62.5,111,36,20,22,18,0,9,4,3,0
9,2023,K리그2,경남,이민기,DF,33,393,0,0,0,0,0,0,0,0,0,2,0,42,1,0,0.0,203,155,76.4,3,79,39,0.0,61,59,96.7,63,57,90.5,30,25,83.3,73,52,71.2,100,78,78.0,37,15,40.5,71,55,77.5,95,85,89.5,12,4,33.3,0,4,4,100.0,11,6,150.0,14,5,35.7,20,19,10,16,9,2,3,1,1,0
10,2023,K리그2,경남,이준재,DF,18,1616,0,1,13,2,0,11,7,6,0,5,0,161,33,11,33.3,684,570,83.3,14,221,127,0.0,276,274,99.3,187,169,90.4,120,103,85.8,204,155,76.0,360,312,86.7,97,66,68.0,275,231,84.0,312,273,87.5,76,13,17.1,6,7,5,71.4,48,24,342.9,39,17,43.6,74,47,29,63,37,14,17,4,4,1
11,2023,K리그2,경남,이찬욱,DF,3,59,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,66,61,92.4,1,22,17,0.0,19,19,100.0,25,25,100.0,0,0,0.0,42,39,92.9,24,22,91.7,7,5,71.4,40,37,92.5,19,19,100.0,0,0,0.0,0,0,0,0.0,6,5,0.0,1,0,0.0,7,1,1,2,1,1,0,0,0,0
12,2023,K리그2,경남,정현욱,DF,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,20,100.0,0,6,6,0.0,2,2,100.0,12,12,100.0,1,1,100.0,6,6,100.0,13,13,100.0,1,1,100.0,7,7,100.0,12,12,100.0,0,0,0.0,0,0,0,0.0,1,1,0.0,0,0,0.0,1,0,0,0,0,0,1,0,0,0
13,2023,K리그2,경남,권기표,MF,11,122,0,0,6,1,2,3,4,2,1,1,0,0,2,1,50.0,49,36,73.5,0,19,8,0.0,18,18,100.0,12,10,83.3,22,16,72.7,6,5,83.3,21,15,71.4,2,1,50.0,13,8,61.5,34,27,79.4,5,1,20.0,0,0,0,0.0,5,3,0.0,6,1,16.7,3,3,7,11,0,5,7,2,0,0
14,2023,K리그2,경남,김범용,MF,6,242,0,0,4,2,1,1,1,3,0,2,0,0,1,1,100.0,101,78,77.2,0,42,19,0.0,31,31,100.0,28,28,100.0,10,8,80.0,25,19,76.0,66,51,77.3,17,6,35.3,34,31,91.2,50,41,82.0,0,0,0.0,1,4,2,50.0,10,8,200.0,12,2,16.7,14,12,7,29,5,1,3,0,0,0
15,2023,K리그2,경남,레오,MF,27,133,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,37,30,81.1,1,8,4,0.0,12,11,91.7,17,15,88.2,11,7,63.6,3,3,100.0,23,20,87.0,4,4,100.0,5,4,80.0,28,22,78.6,3,1,33.3,1,3,2,66.7,3,0,0.0,3,2,66.7,0,0,0,4,1,3,1,0,0,0
16,2023,K리그2,경남,모재현,MF,10,1436,4,4,22,7,7,8,13,9,2,7,2,15,13,10,76.9,403,324,80.4,14,133,78,0.0,178,166,93.3,92,80,87.0,125,99,79.2,56,49,87.5,222,176,79.3,24,19,79.2,105,85,81.0,274,220,80.3,75,14,18.7,5,20,8,40.0,38,13,65.0,47,19,40.4,23,24,25,92,32,15,26,21,4,0
17,2023,K리그2,경남,미란징야,MF,77,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,3,75.0,0,1,0,0.0,1,1,100.0,2,2,100.0,0,0,0.0,1,1,100.0,3,2,66.7,0,0,0.0,0,0,0.0,4,3,75.0,0,0,0.0,0,0,0,0.0,2,2,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,0
18,2023,K리그2,경남,박민서,MF,21,97,0,0,2,1,0,1,0,2,0,2,4,9,0,0,0.0,61,54,88.5,4,23,17,0.0,17,17,100.0,21,20,95.2,17,14,82.4,13,13,100.0,31,27,87.1,8,6,75.0,29,24,82.8,24,24,100.0,9,5,55.6,0,1,0,0.0,2,0,0.0,1,0,0.0,1,3,0,5,1,0,4,2,0,0
19,2023,K리그2,경남,박민서,MF,77,377,0,1,4,1,1,2,4,0,0,0,1,2,4,0,0.0,80,66,82.5,2,24,14,0.0,40,38,95.0,16,14,87.5,27,23,85.2,10,7,70.0,43,36,83.7,3,1,33.3,17,13,76.5,60,52,86.7,11,1,9.1,1,3,1,33.3,11,8,266.7,10,2,20.0,6,4,4,13,4,4,4,6,0,0
20,2023,K리그2,경남,서재원,MF,24,95,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.0,14,12,85.7,0,6,4,0.0,4,4,100.0,4,4,100.0,10,8,80.0,0,0,0.0,4,4,100.0,0,0,0.0,3,3,100.0,11,9,81.8,0,0,0.0,1,1,0,0.0,4,2,200.0,1,0,0.0,1,0,2,4,1,2,1,1,0,0
21,2023,K리그2,경남,설현진,MF,19,586,0,0,16,7,2,7,11,5,2,0,0,0,2,2,100.0,140,113,80.7,2,42,27,0.0,56,53,94.6,42,33,78.6,38,28,73.7,35,29,82.9,67,56,83.6,9,6,66.7,39,33,84.6,92,74,80.4,20,2,10.0,2,7,3,42.9,30,12,171.4,12,6,50.0,16,12,13,36,6,2,9,9,1,0
22,2023,K리그2,경남,송홍민,MF,4,2618,0,2,13,1,5,7,0,13,0,61,50,3,0,0,0.0,"1,557","1,393",89.5,19,435,313,0.0,338,330,97.6,784,750,95.7,99,85,85.9,331,300,90.6,"1,127","1,008",89.4,256,202,78.9,678,627,92.5,623,564,90.5,90,26,28.9,0,10,6,60.0,87,63,630.0,71,18,25.4,108,101,61,192,63,12,39,10,2,0
23,2023,K리그2,경남,우주성,MF,15,551,0,2,7,1,2,4,4,3,0,3,0,4,2,1,50.0,270,221,81.9,2,95,57,0.0,68,67,98.5,107,97,90.7,19,11,57.9,61,52,85.2,190,158,83.2,31,15,48.4,97,80,82.5,142,126,88.7,5,2,40.0,0,2,1,50.0,20,11,550.0,13,2,15.4,16,10,9,31,14,1,7,12,0,0
24,2023,K리그2,경남,이강희,MF,88,829,0,0,6,2,1,3,0,6,1,5,0,0,4,3,75.0,457,408,89.3,2,122,91,0.0,127,119,93.7,208,198,95.2,33,28,84.8,102,88,86.3,322,292,90.7,54,40,74.1,169,156,92.3,234,212,90.6,2,1,50.0,0,6,3,50.0,38,27,450.0,29,5,17.2,50,44,30,84,35,5,11,5,0,0
25,2023,K리그2,경남,이광진,MF,16,600,0,2,5,0,3,2,2,3,0,19,25,0,1,1,100.0,381,323,84.8,11,132,91,0.0,75,72,96.0,174,160,92.0,33,27,81.8,81,68,84.0,267,228,85.4,60,40,66.7,144,128,88.9,177,155,87.6,34,12,35.3,0,3,3,100.0,21,13,433.3,28,8,28.6,20,18,20,48,16,3,8,5,0,0
26,2023,K리그2,경남,이민기,MF,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31,25,80.6,0,10,6,0.0,7,7,100.0,14,12,85.7,1,1,100.0,17,13,76.5,13,11,84.6,2,1,50.0,13,11,84.6,16,13,81.2,0,0,0.0,0,0,0,0.0,1,0,0.0,0,0,0.0,1,4,0,7,3,0,2,0,0,0
27,2023,K리그2,경남,이민혁,MF,26,242,0,0,2,0,1,1,0,2,0,0,0,0,3,2,66.7,129,105,81.4,2,61,41,0.0,25,24,96.0,43,40,93.0,19,11,57.9,22,19,86.4,88,75,85.2,10,9,90.0,39,32,82.1,80,64,80.0,0,0,0.0,0,1,1,100.0,10,4,400.0,17,6,35.3,5,12,7,25,6,2,4,3,0,0
28,2023,K리그2,경남,이지승,MF,8,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,25,18,72.0,1,11,4,0.0,8,8,100.0,6,6,100.0,1,1,100.0,4,4,100.0,20,13,65.0,2,1,50.0,11,9,81.8,12,8,66.7,3,1,33.3,0,0,0,0.0,2,1,0.0,6,3,50.0,1,3,3,4,1,0,1,0,0,0
29,2023,K리그2,경남,이찬욱,MF,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,8,72.7,0,3,1,0.0,7,6,85.7,1,1,100.0,1,1,100.0,2,2,100.0,8,5,62.5,0,0,0.0,2,2,100.0,9,6,66.7,0,0,0.0,0,1,0,0.0,0,0,0.0,2,0,0.0,0,0,0,3,1,0,1,0,1,0
30,2023,K리그2,경남,조상준,MF,99,311,0,0,4,2,1,1,4,0,0,1,0,1,2,0,0.0,101,70,69.3,1,41,21,0.0,32,27,84.4,28,22,78.6,29,21,72.4,14,9,64.3,58,40,69.0,6,3,50.0,26,14,53.8,69,53,76.8,4,0,0.0,0,5,3,60.0,18,10,200.0,11,3,27.3,4,7,8,32,9,3,4,6,0,0
31,2023,K리그2,경남,카스트로,MF,95,1493,3,2,28,12,7,9,13,15,0,5,1,3,12,6,50.0,426,334,78.4,10,162,92,0.0,106,101,95.3,158,141,89.2,102,77,75.5,62,49,79.0,262,208,79.4,46,29,63.0,149,128,85.9,231,177,76.6,16,4,25.0,7,17,12,70.6,36,15,88.2,36,15,41.7,21,20,23,120,31,17,15,18,1,0
