,년도,리그,소속,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,차단된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격지역패스시도,공격지역패스성공,공격지역패스성공%,수비지역패스시도,수비지역패스성공,수비지역패스성공%,중앙지역패스시도,중앙지역패스성공,중앙지역패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,숏패스시도,숏패스성공,숏패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장
78,2021,K리그1,강원,황문기,대기,88,894,1,0,15,9,3,3,5,10,0,14,8,3,8,5,62.5,547,439,80.3,10,203,123,0.0,132,127,96.2,212,189,89.2,130,93,71.5,53,40,75.5,364,306,84.1,55,33,60.0,167,133,79.6,325,273,84.0,18,4,22.2,4,120,64,53.3,32,11,9.2,8,6,75.0,7,23,33,85,1,4,13,29,1,0
0,2021,K리그1,수원FC,박배종,GK,1,1443,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,378,249,65.9,0,298,170,0.0,0,0,0.0,80,79,98.8,0,0,0.0,378,249,65.9,0,0,0.0,229,101,44.1,96,96,100.0,53,52,98.1,0,0,0.0,0,2,1,50.0,0,0,0.0,3,2,66.7,14,2,5,93,0,1,1,0,0,0
1,2021,K리그1,수원FC,유현,GK,51,2177,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0.0,606,393,64.9,0,497,285,0.0,0,0,0.0,109,108,99.1,0,0,0.0,602,391,65.0,4,2,50.0,383,174,45.4,144,143,99.3,79,76,96.2,0,0,0.0,0,1,1,100.0,0,0,0.0,0,0,0.0,24,9,11,167,0,0,2,7,5,0
2,2021,K리그1,수원FC,곽윤호,DF,4,1847,0,1,4,1,0,3,4,0,0,23,0,2,1,0,0.0,920,777,84.5,2,480,350,0.0,87,86,98.9,353,341,96.6,10,4,40.0,368,304,82.6,542,469,86.5,122,70,57.4,374,330,88.2,424,377,88.9,0,0,0.0,0,111,78,70.3,140,88,79.3,30,29,96.7,55,58,143,171,6,3,13,27,1,0
3,2021,K리그1,수원FC,김건웅,DF,14,1698,0,0,14,2,4,8,5,9,1,32,0,1,0,0,0.0,974,878,90.1,7,404,329,0.0,101,98,97.0,469,451,96.2,54,44,81.5,342,304,88.9,578,530,91.7,147,105,71.4,417,392,94.0,410,381,92.9,6,2,33.3,1,81,46,56.8,48,28,34.6,18,5,27.8,41,27,59,153,8,2,29,10,3,0
4,2021,K리그1,수원FC,김동우1,DF,26,383,0,0,1,0,0,1,1,0,0,8,0,0,0,0,0.0,210,171,81.4,0,111,74,0.0,31,31,100.0,68,66,97.1,3,3,100.0,71,59,83.1,136,109,80.1,35,15,42.9,99,87,87.9,76,69,90.8,0,0,0.0,1,12,7,58.3,32,19,158.3,0,0,0.0,11,12,18,33,0,1,1,3,0,0
5,2021,K리그1,수원FC,김상원,DF,3,947,0,0,3,0,1,2,2,1,0,6,0,82,1,1,100.0,581,442,76.1,3,276,169,0.0,134,132,98.5,171,141,82.5,124,80,64.5,155,107,69.0,302,255,84.4,94,31,33.0,188,148,78.7,299,263,88.0,38,4,10.5,1,52,32,61.5,41,23,44.2,6,4,66.7,17,20,64,70,2,2,13,7,0,0
6,2021,K리그1,수원FC,김주엽,DF,27,48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,24,19,79.2,0,13,10,0.0,7,7,100.0,4,2,50.0,6,4,66.7,6,5,83.3,12,10,83.3,2,2,100.0,9,8,88.9,13,9,69.2,1,0,0.0,0,4,4,100.0,3,2,50.0,0,0,0.0,0,2,4,3,0,0,3,0,0,0
7,2021,K리그1,수원FC,박주호,DF,6,269,0,0,0,0,0,0,0,0,0,1,0,17,2,0,0.0,180,144,80.0,1,89,62,0.0,41,41,100.0,50,41,82.0,42,31,73.8,32,22,68.8,106,91,85.8,7,1,14.3,52,41,78.8,121,102,84.3,7,0,0.0,0,29,14,48.3,8,5,17.2,2,1,50.0,1,9,18,31,1,0,2,4,2,0
8,2021,K리그1,수원FC,박지수,DF,23,1211,0,1,1,0,1,0,1,0,0,28,0,4,0,0,0.0,642,555,86.4,3,358,278,0.0,35,34,97.1,249,243,97.6,15,11,73.3,279,238,85.3,348,306,87.9,114,73,64.0,325,299,92.0,203,183,90.1,1,0,0.0,0,55,42,76.4,91,67,121.8,22,15,68.2,50,24,88,91,10,4,21,16,8,1
9,2021,K리그1,수원FC,윤영선,DF,22,442,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0.0,203,178,87.7,0,120,96,0.0,9,9,100.0,74,73,98.6,0,0,0.0,107,95,88.8,96,83,86.5,22,12,54.5,104,94,90.4,77,72,93.5,0,0,0.0,0,15,3,20.0,31,18,120.0,4,3,75.0,14,7,20,30,5,0,6,0,1,0
10,2021,K리그1,수원FC,장준영,DF,5,173,0,0,1,0,0,1,1,0,0,0,0,12,0,0,0.0,91,74,81.3,1,43,31,0.0,26,26,100.0,22,17,77.3,21,12,57.1,25,22,88.0,45,40,88.9,14,7,50.0,39,33,84.6,38,34,89.5,8,1,12.5,0,5,4,80.0,3,2,40.0,1,1,100.0,6,3,6,8,1,3,3,2,0,0
11,2021,K리그1,수원FC,잭슨,DF,5,1754,2,1,9,4,0,5,7,2,0,36,0,4,3,1,33.3,927,773,83.4,2,555,410,0.0,66,65,98.5,306,298,97.4,15,9,60.0,327,260,79.5,585,504,86.2,152,92,60.5,379,329,86.8,396,352,88.9,2,0,0.0,4,67,45,67.2,110,68,101.5,12,9,75.0,50,44,79,179,10,4,22,5,2,0
12,2021,K리그1,수원FC,정동호,DF,2,1059,0,1,6,2,0,4,2,4,0,8,1,97,2,2,100.0,754,592,78.5,14,327,215,0.0,197,190,96.4,230,187,81.3,201,139,69.2,139,105,75.5,414,348,84.1,114,46,40.4,266,220,82.7,374,326,87.2,67,18,26.9,1,83,47,56.6,32,18,21.7,14,9,64.3,22,18,58,97,1,11,12,11,4,0
13,2021,K리그1,수원FC,조유민,DF,20,1786,4,0,17,8,2,7,16,1,0,37,0,9,1,0,0.0,"1,072",914,85.3,2,614,466,0.0,95,94,98.9,363,354,97.5,39,27,69.2,430,363,84.4,603,524,86.9,169,103,60.9,470,413,87.9,433,398,91.9,1,0,0.0,1,90,56,62.2,149,92,102.2,9,3,33.3,65,52,112,203,4,4,15,11,2,0
14,2021,K리그1,수원FC,김건웅,MF,14,960,1,0,8,3,3,2,1,7,1,15,0,0,0,0,0.0,504,443,87.9,2,209,155,0.0,83,82,98.8,212,206,97.2,51,43,84.3,142,127,89.4,311,273,87.8,74,47,63.5,204,194,95.1,226,202,89.4,2,1,50.0,0,60,30,50.0,37,21,35.0,10,6,60.0,23,16,55,88,8,5,12,8,3,0
15,2021,K리그1,수원FC,김범용,MF,33,167,0,0,1,1,0,0,0,1,0,0,0,6,2,1,50.0,87,67,77.0,0,33,19,0.0,20,20,100.0,34,28,82.4,16,12,75.0,19,13,68.4,52,42,80.8,15,7,46.7,37,30,81.1,35,30,85.7,3,1,33.3,0,15,11,73.3,7,5,33.3,0,0,0.0,1,2,15,16,0,1,1,1,0,0
16,2021,K리그1,수원FC,김상원,MF,3,1959,0,1,5,0,1,4,2,3,2,15,0,153,5,3,60.0,"1,066",839,78.7,11,472,302,0.0,256,252,98.4,338,285,84.3,225,156,69.3,224,169,75.4,617,514,83.3,166,75,45.2,295,217,73.6,605,547,90.4,67,15,22.4,3,94,49,52.1,51,26,27.7,8,3,37.5,34,36,98,160,3,5,15,10,2,0
17,2021,K리그1,수원FC,김수범,MF,17,467,0,0,2,0,0,2,1,1,1,1,0,49,4,0,0.0,271,222,81.9,2,102,69,0.0,74,73,98.6,95,80,84.2,71,55,77.5,45,33,73.3,155,134,86.5,29,13,44.8,87,68,78.2,155,141,91.0,13,5,38.5,3,24,12,50.0,21,7,29.2,2,0,0.0,3,9,21,48,0,4,7,3,0,0
18,2021,K리그1,수원FC,김주엽,MF,27,155,0,0,1,0,0,1,0,1,0,1,0,9,1,1,100.0,75,62,82.7,2,38,26,0.0,19,19,100.0,18,17,94.4,17,14,82.4,20,15,75.0,38,33,86.8,9,5,55.6,19,17,89.5,47,40,85.1,2,1,50.0,0,10,4,40.0,8,3,30.0,1,1,100.0,0,1,7,17,0,2,1,2,0,0
19,2021,K리그1,수원FC,김준형,MF,88,427,0,0,6,2,0,4,1,5,1,9,2,0,1,0,0.0,239,192,80.3,2,83,56,0.0,63,59,93.7,93,77,82.8,45,32,71.1,48,44,91.7,146,116,79.5,25,13,52.0,80,71,88.8,134,108,80.6,13,3,23.1,1,68,31,45.6,14,4,5.9,0,0,0.0,6,16,18,49,0,3,9,5,2,0
20,2021,K리그1,수원FC,김호남,MF,11,95,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,43,29,67.4,2,15,5,0.0,19,19,100.0,9,5,55.6,18,9,50.0,9,5,55.6,16,15,93.8,7,2,28.6,20,17,85.0,16,10,62.5,9,3,33.3,0,9,5,55.6,4,0,0.0,2,1,50.0,5,1,7,8,0,0,0,0,0,0
21,2021,K리그1,수원FC,무릴로,MF,10,1403,1,3,38,9,4,25,14,24,0,39,34,2,10,5,50.0,714,563,78.9,31,236,149,0.0,177,170,96.0,301,244,81.1,300,208,69.3,43,38,88.4,371,317,85.4,82,44,53.7,193,148,76.7,439,371,84.5,76,24,31.6,10,143,68,47.6,58,20,14.0,9,3,33.3,4,14,26,83,0,16,21,32,2,0
22,2021,K리그1,수원FC,박주호,MF,6,2354,0,0,4,0,3,1,1,3,0,28,0,11,3,2,66.7,"1,389","1,235",88.9,6,492,381,0.0,346,337,97.4,551,517,93.8,186,157,84.4,230,183,79.6,973,895,92.0,79,56,70.9,491,433,88.2,819,746,91.1,6,2,33.3,6,236,142,60.2,77,38,16.1,29,18,62.1,12,59,137,232,10,11,31,35,3,0
23,2021,K리그1,수원FC,이기혁,MF,21,195,0,0,2,0,0,2,1,1,0,1,0,1,1,0,0.0,111,89,80.2,2,34,18,0.0,30,28,93.3,47,43,91.5,16,12,75.0,19,15,78.9,76,62,81.6,7,3,42.9,31,26,83.9,73,60,82.2,1,1,100.0,1,27,12,44.4,3,3,11.1,4,2,50.0,0,7,17,15,1,0,6,4,2,0
24,2021,K리그1,수원FC,이영재,MF,28,1938,5,5,51,16,17,18,8,43,0,59,44,3,10,4,40.0,"1,242","1,031",83.0,29,452,319,0.0,191,186,97.4,599,526,87.8,282,195,69.1,178,145,81.5,782,691,88.4,194,141,72.7,443,366,82.6,605,524,86.6,76,20,26.3,9,178,84,47.2,38,8,4.5,5,4,80.0,10,33,60,190,4,11,17,42,1,0
25,2021,K리그1,수원FC,이영준,MF,99,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,50.0,0,2,0,0.0,1,1,100.0,1,1,100.0,1,0,0.0,0,0,0.0,3,2,66.7,0,0,0.0,0,0,0.0,4,2,50.0,0,0,0.0,0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,0,0
26,2021,K리그1,수원FC,전정호,MF,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,14,66.7,0,6,4,0.0,12,9,75.0,3,1,33.3,4,2,50.0,4,3,75.0,13,9,69.2,1,1,100.0,4,3,75.0,16,10,62.5,0,0,0.0,0,7,3,42.9,3,2,28.6,0,0,0.0,0,0,3,3,0,1,0,3,0,0
27,2021,K리그1,수원FC,정동호,MF,2,835,0,2,4,0,1,3,1,3,0,2,0,62,2,1,50.0,501,378,75.4,6,204,124,0.0,126,126,100.0,171,128,74.9,159,108,67.9,89,59,66.3,253,211,83.4,73,29,39.7,160,120,75.0,268,229,85.4,47,10,21.3,2,68,30,44.1,30,15,22.1,7,3,42.9,15,9,31,78,2,6,6,11,1,0
28,2021,K리그1,수원FC,정재용,MF,8,298,1,0,2,1,1,0,1,1,0,8,0,1,0,0,0.0,219,184,84.0,0,80,49,0.0,40,40,100.0,99,95,96.0,15,11,73.3,30,22,73.3,174,151,86.8,29,15,51.7,86,77,89.5,104,92,88.5,0,0,0.0,0,25,14,56.0,13,7,28.0,8,4,50.0,6,6,23,40,1,2,5,1,1,0
29,2021,K리그1,수원FC,조상준,MF,29,124,1,0,2,1,0,1,2,0,0,0,0,0,2,0,0.0,43,32,74.4,0,8,3,0.0,19,19,100.0,16,10,62.5,22,15,68.2,5,5,100.0,16,12,75.0,2,1,50.0,12,10,83.3,29,21,72.4,2,0,0.0,0,16,4,25.0,8,1,6.2,1,0,0.0,0,2,3,9,0,1,0,3,0,0
30,2021,K리그1,수원FC,조유민,MF,20,448,0,0,4,0,3,1,2,2,0,1,0,27,3,1,33.3,243,187,77.0,3,95,53,0.0,59,56,94.9,89,78,87.6,57,39,68.4,61,44,72.1,125,104,83.2,26,12,46.2,72,53,73.6,145,122,84.1,7,0,0.0,2,30,18,60.0,17,11,36.7,1,1,100.0,7,12,13,36,0,4,4,5,1,0
31,2021,K리그1,수원FC,한승규,MF,66,487,0,1,10,4,2,4,7,3,2,4,3,1,3,1,33.3,220,189,85.9,8,61,44,0.0,65,62,95.4,94,83,88.3,59,49,83.1,17,15,88.2,144,125,86.8,30,21,70.0,66,57,86.4,124,111,89.5,7,3,42.9,1,47,17,36.2,7,1,2.1,2,2,100.0,1,5,7,33,0,6,6,11,1,0
32,2021,K리그1,수원FC,김승준,FW,7,470,1,1,10,6,3,1,8,2,0,0,0,1,3,0,0.0,139,116,83.5,4,31,22,0.0,64,58,90.6,44,36,81.8,50,40,80.0,13,8,61.5,76,68,89.5,3,3,100.0,34,28,82.4,102,85,83.3,4,0,0.0,0,46,25,54.3,17,4,8.7,2,1,50.0,0,6,13,21,0,6,3,10,1,0
33,2021,K리그1,수원FC,라스,FW,9,2745,17,5,105,40,27,38,77,28,10,1,1,2,24,6,25.0,737,444,60.2,40,265,107,0.0,197,168,85.3,275,169,61.5,378,230,60.8,16,8,50.0,343,206,60.1,40,21,52.5,167,101,60.5,530,322,60.8,38,4,10.5,5,229,107,46.7,454,259,113.1,4,2,50.0,25,10,40,103,4,29,38,52,3,0
34,2021,K리그1,수원FC,무릴로,FW,10,469,0,3,8,1,0,7,3,5,0,6,13,2,7,3,42.9,202,157,77.7,9,65,41,0.0,59,54,91.5,78,62,79.5,92,63,68.5,20,15,75.0,90,79,87.8,18,10,55.6,58,47,81.0,126,100,79.4,23,7,30.4,1,54,27,50.0,17,6,11.1,3,2,66.7,2,5,16,30,0,7,4,7,0,0
35,2021,K리그1,수원FC,양동현,FW,18,433,3,1,12,4,3,5,6,6,2,0,0,1,1,0,0.0,127,97,76.4,6,34,18,0.0,44,41,93.2,49,38,77.6,55,40,72.7,4,4,100.0,68,53,77.9,9,7,77.8,29,25,86.2,89,65,73.0,4,2,50.0,0,39,18,46.2,29,12,30.8,5,3,60.0,1,3,7,19,1,6,3,9,0,0
36,2021,K리그1,수원FC,이기혁,FW,21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29,24,82.8,0,4,3,0.0,16,15,93.8,9,6,66.7,6,6,100.0,6,5,83.3,17,13,76.5,1,1,100.0,2,2,100.0,26,21,80.8,0,0,0.0,0,11,8,72.7,2,0,0.0,4,1,25.0,0,1,7,3,0,1,3,1,1,0
37,2021,K리그1,수원FC,이영준,FW,99,261,0,1,4,2,1,1,3,1,1,0,0,1,3,0,0.0,56,40,71.4,1,20,8,0.0,20,20,100.0,16,12,75.0,27,20,74.1,1,0,0.0,28,20,71.4,1,0,0.0,10,5,50.0,45,35,77.8,1,0,0.0,1,25,9,36.0,44,12,48.0,6,2,33.3,5,4,7,12,0,4,4,3,1,0
38,2021,K리그1,수원FC,전정호,FW,24,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,13,68.4,1,7,4,0.0,2,2,100.0,10,7,70.0,6,4,66.7,2,1,50.0,11,8,72.7,0,0,0.0,2,2,100.0,17,11,64.7,0,0,0.0,0,16,10,62.5,7,1,6.2,3,2,66.7,1,1,10,7,0,1,3,5,0,0
39,2021,K리그1,수원FC,정충근,FW,19,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,18,13,72.2,0,9,5,0.0,3,3,100.0,6,5,83.3,6,5,83.3,1,0,0.0,11,8,72.7,1,0,0.0,6,5,83.3,11,8,72.7,1,0,0.0,0,13,4,30.8,6,4,30.8,0,0,0.0,1,0,4,6,0,1,0,0,0,0
40,2021,K리그1,수원FC,조상준,FW,29,335,1,0,6,3,1,2,3,3,0,0,0,0,3,2,66.7,92,55,59.8,4,17,5,0.0,36,30,83.3,39,20,51.3,49,27,55.1,11,8,72.7,32,20,62.5,4,0,0.0,37,25,67.6,51,30,58.8,10,3,30.0,0,40,12,30.0,13,5,12.5,1,1,100.0,0,6,9,21,0,3,5,3,0,0
41,2021,K리그1,수원FC,타르델리,FW,37,94,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0.0,20,14,70.0,1,4,2,0.0,8,7,87.5,8,5,62.5,9,7,77.8,0,0,0.0,11,7,63.6,1,0,0.0,3,1,33.3,16,13,81.2,1,0,0.0,0,8,5,62.5,7,2,25.0,1,0,0.0,0,0,0,3,0,2,2,1,1,0
42,2021,K리그1,수원FC,곽윤호,대기,4,87,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,28,22,78.6,0,17,11,0.0,0,0,0.0,11,11,100.0,1,1,100.0,14,11,78.6,13,10,76.9,3,1,33.3,14,10,71.4,11,11,100.0,0,0,0.0,0,5,4,80.0,7,5,100.0,3,3,100.0,5,3,8,9,1,1,0,0,0,0
43,2021,K리그1,수원FC,김건웅,대기,14,135,0,0,4,0,2,2,2,2,0,2,0,1,0,0,0.0,62,58,93.5,0,27,24,0.0,6,6,100.0,29,28,96.6,8,7,87.5,5,4,80.0,49,47,95.9,10,8,80.0,33,32,97.0,19,18,94.7,1,0,0.0,0,5,0,0.0,5,2,40.0,2,0,0.0,1,1,2,16,0,0,3,0,1,0
44,2021,K리그1,수원FC,김동우1,대기,26,81,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0,29,20,69.0,0,15,6,0.0,4,4,100.0,10,10,100.0,1,0,0.0,10,7,70.0,18,13,72.2,5,0,0.0,16,14,87.5,8,6,75.0,0,0,0.0,0,2,2,100.0,8,4,200.0,1,0,0.0,3,1,4,7,1,1,1,0,0,0
45,2021,K리그1,수원FC,김범용,대기,33,149,0,0,6,0,1,5,5,1,0,2,0,10,1,1,100.0,67,43,64.2,0,30,14,0.0,8,8,100.0,29,21,72.4,17,8,47.1,9,8,88.9,41,27,65.9,18,6,33.3,21,13,61.9,28,24,85.7,11,2,18.2,0,12,8,66.7,10,6,50.0,2,0,0.0,4,4,7,14,0,1,3,1,0,0
46,2021,K리그1,수원FC,김상원,대기,3,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,31,19,61.3,1,13,5,0.0,5,5,100.0,13,9,69.2,13,7,53.8,4,3,75.0,14,9,64.3,6,2,33.3,8,4,50.0,17,13,76.5,7,1,14.3,0,3,3,100.0,0,0,0.0,0,0,0.0,0,3,1,7,2,1,2,0,1,0
47,2021,K리그1,수원FC,김수범,대기,17,76,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0.0,35,23,65.7,0,18,7,0.0,9,9,100.0,8,7,87.5,12,7,58.3,5,2,40.0,18,14,77.8,5,1,20.0,16,12,75.0,14,10,71.4,4,0,0.0,0,5,3,60.0,4,3,60.0,0,0,0.0,0,3,6,5,0,3,2,1,0,0
48,2021,K리그1,수원FC,김승준,대기,7,706,0,0,10,4,4,2,6,4,1,0,0,2,5,3,60.0,206,173,84.0,8,53,39,0.0,90,83,92.2,63,51,81.0,101,83,82.2,11,9,81.8,94,81,86.2,5,5,100.0,55,50,90.9,146,118,80.8,5,3,60.0,1,61,22,36.1,25,9,14.8,4,1,25.0,1,4,16,38,0,7,13,9,0,0
49,2021,K리그1,수원FC,김주엽,대기,27,112,0,1,1,0,0,1,1,0,0,0,0,9,2,1,50.0,50,34,68.0,2,26,13,0.0,13,13,100.0,11,8,72.7,16,12,75.0,12,5,41.7,22,17,77.3,7,1,14.3,13,10,76.9,30,23,76.7,4,0,0.0,0,7,1,14.3,12,6,85.7,0,0,0.0,3,4,7,14,0,0,4,1,1,0
50,2021,K리그1,수원FC,김준형,대기,88,63,0,1,3,1,1,1,1,2,0,0,1,4,1,0,0.0,37,31,83.8,2,13,9,0.0,9,9,100.0,15,13,86.7,20,15,75.0,7,6,85.7,10,10,100.0,6,4,66.7,9,7,77.8,22,20,90.9,5,2,40.0,0,17,10,58.8,6,3,17.6,1,0,0.0,0,5,9,3,0,1,3,1,0,0
51,2021,K리그1,수원FC,김호남,대기,11,136,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,17,13,76.5,1,4,4,0.0,4,4,100.0,9,5,55.6,11,8,72.7,1,1,100.0,5,4,80.0,1,1,100.0,6,3,50.0,10,9,90.0,4,2,50.0,0,16,4,25.0,6,3,18.8,0,0,0.0,0,1,5,6,0,2,5,0,0,0
52,2021,K리그1,수원FC,나성은,대기,47,168,0,0,2,1,0,1,0,2,0,0,0,0,2,0,0.0,48,33,68.8,0,8,5,0.0,22,20,90.9,18,8,44.4,33,21,63.6,3,3,100.0,12,9,75.0,2,2,100.0,14,6,42.9,32,25,78.1,9,0,0.0,0,17,5,29.4,3,0,0.0,1,1,100.0,1,1,3,9,1,3,4,3,0,0
53,2021,K리그1,수원FC,라스,대기,9,381,1,1,13,5,3,5,10,3,5,0,0,1,1,1,100.0,111,76,68.5,6,34,16,0.0,30,28,93.3,47,32,68.1,60,40,66.7,1,1,100.0,50,35,70.0,3,2,66.7,28,16,57.1,80,58,72.5,6,3,50.0,0,27,10,37.0,66,39,144.4,0,0,0.0,3,0,7,14,0,2,6,3,1,0
54,2021,K리그1,수원FC,무릴로,대기,10,857,4,4,27,15,6,6,9,18,1,12,21,0,4,1,25.0,359,279,77.7,19,119,78,0.0,85,80,94.1,155,121,78.1,153,113,73.9,27,22,81.5,179,144,80.4,52,30,57.7,93,72,77.4,214,177,82.7,39,12,30.8,1,80,33,41.2,35,15,18.8,7,1,14.3,2,3,18,58,1,3,15,14,2,0
55,2021,K리그1,수원FC,박배종,대기,1,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,16,4,25.0,0,16,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,16,4,25.0,0,0,0.0,14,2,14.3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,3,0,0,0,0,0,0
56,2021,K리그1,수원FC,박주호,대기,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
57,2021,K리그1,수원FC,박지수,대기,23,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4,3,75.0,0,2,1,0.0,0,0,0.0,2,2,100.0,0,0,0.0,2,1,50.0,2,2,100.0,1,0,0.0,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0,0.0,2,2,0.0,1,0,0.0,1,0,3,2,1,0,0,0,0,0
58,2021,K리그1,수원FC,빅터,대기,17,68,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100.0,20,13,65.0,0,1,1,0.0,6,5,83.3,13,7,53.8,8,3,37.5,1,1,100.0,11,9,81.8,2,0,0.0,4,4,100.0,14,9,64.3,3,0,0.0,0,18,11,61.1,1,1,5.6,0,0,0.0,0,0,2,3,0,2,2,1,1,0
59,2021,K리그1,수원FC,양동현,대기,18,1014,4,0,25,11,4,10,17,8,4,1,0,0,6,1,16.7,278,203,73.0,12,76,35,0.0,92,85,92.4,110,83,75.5,133,91,68.4,20,16,80.0,125,96,76.8,12,10,83.3,61,44,72.1,205,149,72.7,14,8,57.1,3,75,27,36.0,85,41,54.7,9,2,22.2,3,4,22,32,0,6,16,18,1,0
60,2021,K리그1,수원FC,유현,대기,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
61,2021,K리그1,수원FC,윤영선,대기,22,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,11,55.0,1,17,8,0.0,1,1,100.0,2,2,100.0,2,1,50.0,9,4,44.4,9,6,66.7,5,1,20.0,3,2,66.7,12,8,66.7,0,0,0.0,0,3,2,66.7,4,3,100.0,1,0,0.0,6,0,5,9,0,0,2,1,1,0
62,2021,K리그1,수원FC,이기혁,대기,21,68,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,47,40,85.1,0,14,12,0.0,14,14,100.0,19,14,73.7,20,15,75.0,4,3,75.0,23,22,95.7,6,4,66.7,9,7,77.8,32,29,90.6,4,0,0.0,0,14,6,42.9,1,0,0.0,1,1,100.0,0,2,5,5,0,0,2,1,0,0
63,2021,K리그1,수원FC,이영재,대기,28,568,0,2,10,5,1,4,1,9,0,20,17,1,3,1,33.3,464,383,82.5,13,182,134,0.0,66,64,97.0,216,185,85.6,113,76,67.3,59,47,79.7,292,260,89.0,71,46,64.8,171,148,86.5,222,189,85.1,31,4,12.9,6,34,16,47.1,10,6,17.6,0,0,0.0,1,8,13,59,2,4,5,10,0,0
64,2021,K리그1,수원FC,장준영,대기,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
65,2021,K리그1,수원FC,전정호,대기,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,1,20.0,0,2,0,0.0,0,0,0.0,3,1,33.3,4,1,25.0,0,0,0.0,1,0,0.0,0,0,0.0,2,0,0.0,3,1,33.3,2,0,0.0,0,5,3,60.0,1,0,0.0,1,1,100.0,0,0,2,1,0,1,0,0,0,0
66,2021,K리그1,수원FC,정동호,대기,2,244,0,0,2,0,1,1,0,2,0,0,0,20,1,0,0.0,137,110,80.3,1,43,26,0.0,34,34,100.0,60,50,83.3,51,38,74.5,23,19,82.6,63,53,84.1,17,7,41.2,38,32,84.2,82,71,86.6,14,4,28.6,0,19,6,31.6,2,0,0.0,3,2,66.7,1,0,14,16,0,1,5,3,0,0
67,2021,K리그1,수원FC,정재용,대기,8,306,3,1,6,3,0,3,4,2,0,9,0,0,0,0,0.0,229,193,84.3,4,92,61,0.0,26,26,100.0,111,106,95.5,21,19,90.5,47,39,83.0,161,135,83.9,31,26,83.9,97,81,83.5,101,86,85.1,0,0,0.0,0,15,7,46.7,16,9,60.0,1,0,0.0,4,6,11,39,1,4,5,3,2,0
