,년도,리그,소속,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,차단된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격지역패스시도,공격지역패스성공,공격지역패스성공%,수비지역패스시도,수비지역패스성공,수비지역패스성공%,중앙지역패스시도,중앙지역패스성공,중앙지역패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,숏패스시도,숏패스성공,숏패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장
62,2021,K리그1,포항,오범석,대기,14,160,0,0,1,0,0,1,0,1,0,3,0,10,0,0,0.0,91,72,79.1,0,49,32,0.0,18,18,100.0,24,22,91.7,10,8,80.0,23,18,78.3,58,46,79.3,15,11,73.3,34,27,79.4,42,34,81.0,1,0,0.0,0,16,10,62.5,4,3,18.8,3,2,66.7,6,1,7,12,0,0,6,1,1,0
63,2021,K리그1,포항,이광준,대기,3,309,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0.0,133,112,84.2,1,51,32,0.0,10,10,100.0,72,70,97.2,2,2,100.0,67,56,83.6,64,54,84.4,31,21,67.7,65,59,90.8,37,32,86.5,0,0,0.0,0,9,4,44.4,33,17,188.9,1,0,0.0,10,3,21,24,2,0,6,4,2,0
64,2021,K리그1,포항,이석규,대기,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0
65,2021,K리그1,포항,이수빈,대기,57,516,0,1,5,2,1,2,1,4,0,11,0,1,3,3,100.0,380,335,88.2,5,148,108,0.0,64,63,98.4,168,164,97.6,64,55,85.9,48,37,77.1,268,243,90.7,39,27,69.2,147,125,85.0,194,183,94.3,5,1,20.0,0,51,27,52.9,10,3,5.9,1,1,100.0,3,13,23,61,0,0,8,5,2,0
66,2021,K리그1,포항,이승모,대기,16,148,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0.0,37,26,70.3,1,18,10,0.0,8,8,100.0,11,8,72.7,10,6,60.0,2,2,100.0,25,18,72.0,1,0,0.0,13,8,61.5,23,18,78.3,2,0,0.0,0,14,5,35.7,26,8,57.1,2,1,50.0,3,1,2,9,1,3,5,1,0,0
67,2021,K리그1,포항,이준,대기,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
68,2021,K리그1,포항,이현일,대기,18,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,3,60.0,0,0,0,0.0,3,2,66.7,2,1,50.0,3,2,66.7,1,1,100.0,1,0,0.0,0,0,0.0,2,0,0.0,3,3,100.0,0,0,0.0,0,5,1,20.0,3,1,20.0,1,0,0.0,0,0,1,3,0,0,0,0,0,0
69,2021,K리그1,포항,이호재,대기,20,241,2,0,10,6,1,3,9,1,0,0,0,0,0,0,0.0,83,53,63.9,5,33,17,0.0,18,17,94.4,32,19,59.4,44,25,56.8,5,4,80.0,34,24,70.6,4,3,75.0,17,13,76.5,62,37,59.7,3,2,66.7,1,26,13,50.0,51,22,84.6,1,0,0.0,0,4,6,8,0,7,12,7,1,0
70,2021,K리그1,포항,임상협,대기,77,711,5,2,19,13,2,4,16,3,2,1,0,8,26,13,50.0,236,174,73.7,9,49,30,0.0,90,89,98.9,97,55,56.7,141,92,65.2,15,14,93.3,80,68,85.0,12,8,66.7,71,53,74.6,153,113,73.9,42,8,19.0,1,72,30,41.7,50,20,27.8,7,2,28.6,1,8,22,49,0,6,12,14,2,0
71,2021,K리그1,포항,전민광,대기,4,243,0,0,1,0,0,1,1,0,1,1,0,9,0,0,0.0,110,89,80.9,0,62,43,0.0,27,27,100.0,21,19,90.5,12,8,66.7,31,25,80.6,67,56,83.6,11,8,72.7,43,38,88.4,56,43,76.8,0,0,0.0,0,11,6,54.5,18,13,118.2,4,2,50.0,7,7,14,14,0,0,3,2,0,0
72,2021,K리그1,포항,조성훈,대기,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
73,2021,K리그1,포항,크베시치,대기,8,280,0,0,15,6,3,6,4,11,0,0,0,1,1,1,100.0,104,87,83.7,0,21,12,0.0,31,29,93.5,52,46,88.5,47,38,80.9,12,10,83.3,45,39,86.7,7,5,71.4,24,22,91.7,73,60,82.2,2,0,0.0,2,31,13,41.9,5,1,3.2,1,0,0.0,1,0,5,18,0,1,5,2,0,0
74,2021,K리그1,포항,타쉬,대기,7,465,1,1,10,4,2,4,9,1,2,0,0,0,1,0,0.0,96,67,69.8,5,34,14,0.0,23,20,87.0,39,33,84.6,43,28,65.1,5,3,60.0,48,36,75.0,4,3,75.0,30,19,63.3,62,45,72.6,1,0,0.0,0,39,10,25.6,58,23,59.0,4,2,50.0,3,3,6,15,0,2,9,3,0,0
75,2021,K리그1,포항,팔라시오스,대기,82,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,1,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,3,1,33.3,0,0,0.0,0,0,0.0,0,0,1,1,0,1,0,0,0,0
76,2021,K리그1,포항,황인재,대기,1,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,12,6,50.0,0,12,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,12,6,50.0,0,0,0.0,10,4,40.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0
0,2021,K리그1,제주,오승훈,GK,21,2411,0,0,1,0,0,1,1,0,0,75,0,0,0,0,0.0,604,329,54.5,1,524,250,0.0,0,0,0.0,80,79,98.8,1,1,100.0,600,328,54.7,3,0,0.0,405,135,33.3,130,129,99.2,69,65,94.2,0,0,0.0,0,3,0,0.0,0,0,0.0,0,0,0.0,15,12,6,166,0,2,0,3,2,0
1,2021,K리그1,제주,유연수,GK,31,287,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,85,28,32.9,0,76,19,0.0,0,0,0.0,9,9,100.0,0,0,0.0,83,28,33.7,2,0,0.0,70,14,20.0,12,11,91.7,3,3,100.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,22,0,0,0,0,0,0
2,2021,K리그1,제주,이창근,GK,1,956,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,273,137,50.2,0,251,115,0.0,0,0,0.0,22,22,100.0,0,0,0.0,263,135,51.3,10,2,20.0,213,80,37.6,38,35,92.1,22,22,100.0,0,0,0.0,0,1,0,0.0,0,0,0.0,1,0,0.0,3,6,2,59,0,1,0,1,0,0
3,2021,K리그1,제주,권한진,DF,5,2479,1,0,8,5,1,2,7,1,0,47,0,0,1,0,0.0,"1,333","1,140",85.5,1,541,363,0.0,74,73,98.6,718,704,98.1,19,11,57.9,393,321,81.7,921,808,87.7,127,72,56.7,647,573,88.6,559,495,88.6,2,1,50.0,0,85,44,51.8,270,164,192.9,6,2,33.3,92,83,133,263,10,6,29,20,3,0
4,2021,K리그1,제주,김경재,DF,23,1239,1,1,1,1,0,0,1,0,0,29,0,0,0,0,0.0,604,497,82.3,2,294,196,0.0,48,48,100.0,262,253,96.6,20,14,70.0,211,173,82.0,373,310,83.1,62,36,58.1,264,227,86.0,278,234,84.2,2,0,0.0,1,59,28,47.5,89,47,79.7,5,4,80.0,65,26,72,126,6,2,14,6,2,0
5,2021,K리그1,제주,김오규,DF,35,3271,1,1,17,3,3,11,14,3,0,65,0,7,2,1,50.0,"1,899","1,503",79.1,6,"1,071",696,0.0,197,195,99.0,631,612,97.0,99,66,66.7,482,355,73.7,"1,318","1,082",82.1,372,197,53.0,790,666,84.3,737,640,86.8,14,1,7.1,0,148,96,64.9,197,120,81.1,32,21,65.6,113,78,183,366,11,13,46,35,7,0
6,2021,K리그1,제주,정운,DF,13,3238,1,2,14,7,3,4,6,8,0,63,0,28,0,0,0.0,"2,070","1,790",86.5,8,866,633,0.0,428,424,99.1,776,733,94.5,253,204,80.6,445,347,78.0,"1,372","1,239",90.3,288,185,64.2,759,660,87.0,"1,023",945,92.4,45,13,28.9,2,129,70,54.3,229,120,93.0,9,2,22.2,89,94,148,330,20,7,43,31,7,0
7,2021,K리그1,제주,홍성욱,DF,15,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30,27,90.0,0,15,12,0.0,3,3,100.0,12,12,100.0,0,0,0.0,7,7,100.0,23,20,87.0,6,4,66.7,10,9,90.0,14,14,100.0,0,0,0.0,0,2,2,100.0,6,5,250.0,1,1,100.0,2,1,6,2,0,0,3,0,2,0
8,2021,K리그1,제주,홍준호,DF,20,226,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0,98,77,78.6,0,52,34,0.0,6,5,83.3,40,38,95.0,8,4,50.0,29,23,79.3,61,50,82.0,16,12,75.0,34,26,76.5,48,39,81.2,0,0,0.0,2,7,5,71.4,28,18,257.1,5,3,60.0,7,8,11,19,3,0,5,1,1,0
9,2021,K리그1,제주,강윤성,MF,6,504,0,0,4,0,2,2,2,2,0,1,0,38,4,1,25.0,212,153,72.2,2,89,51,0.0,48,47,97.9,75,55,73.3,75,52,69.3,31,22,71.0,106,79,74.5,13,4,30.8,61,39,63.9,138,110,79.7,14,1,7.1,0,37,22,59.5,10,4,10.8,1,1,100.0,7,8,24,40,2,1,5,9,2,0
10,2021,K리그1,제주,김명순,MF,39,175,0,0,0,0,0,0,0,0,1,1,0,19,2,1,50.0,89,62,69.7,1,31,18,0.0,27,27,100.0,31,17,54.8,38,23,60.5,8,5,62.5,43,34,79.1,6,2,33.3,26,12,46.2,57,48,84.2,10,1,10.0,0,13,2,15.4,6,4,30.8,3,0,0.0,1,2,6,9,0,2,3,1,0,0
11,2021,K리그1,제주,김봉수,MF,30,1033,3,1,9,3,4,2,6,3,0,2,0,0,4,2,50.0,492,411,83.5,5,162,99,0.0,132,127,96.2,198,185,93.4,96,77,80.2,53,39,73.6,343,295,86.0,18,10,55.6,141,120,85.1,333,281,84.4,7,1,14.3,4,113,66,58.4,62,37,32.7,8,6,75.0,7,29,66,118,1,10,15,16,3,0
12,2021,K리그1,제주,김영욱,MF,14,699,0,1,6,0,3,3,1,5,3,15,32,2,6,3,50.0,303,204,67.3,9,106,57,0.0,67,64,95.5,130,83,63.8,138,80,58.0,27,17,63.0,138,107,77.5,43,14,32.6,96,56,58.3,164,134,81.7,65,16,24.6,1,55,23,41.8,37,15,27.3,1,1,100.0,6,14,31,64,2,0,17,6,1,0
13,2021,K리그1,제주,박원재,MF,33,485,1,0,2,2,0,0,1,1,0,0,0,35,3,1,33.3,193,146,75.6,3,78,44,0.0,53,52,98.1,62,50,80.6,62,39,62.9,20,11,55.0,111,96,86.5,22,12,54.5,57,38,66.7,114,96,84.2,16,5,31.2,0,23,13,56.5,9,3,13.0,2,0,0.0,6,5,15,29,1,2,7,1,1,0
14,2021,K리그1,제주,안현범,MF,17,2219,2,3,40,9,17,14,31,9,5,3,1,204,24,13,54.2,879,653,74.3,9,322,178,0.0,294,286,97.3,263,189,71.9,344,245,71.2,120,74,61.7,415,334,80.5,55,20,36.4,292,182,62.3,532,451,84.8,63,11,17.5,1,167,80,47.9,70,41,24.6,4,3,75.0,51,35,81,155,8,20,13,32,1,0
15,2021,K리그1,제주,여름,MF,16,606,0,0,3,1,2,0,0,3,0,4,11,1,1,0,0.0,271,207,76.4,4,115,78,0.0,51,50,98.0,105,79,75.2,85,61,71.8,23,17,73.9,163,129,79.1,27,12,44.4,82,59,72.0,162,136,84.0,24,7,29.2,0,51,28,54.9,25,13,25.5,4,2,50.0,6,18,28,64,0,3,14,7,2,0
16,2021,K리그1,제주,이동수,MF,4,385,0,0,5,0,3,2,1,4,0,1,0,0,1,0,0.0,159,134,84.3,1,47,26,0.0,52,52,100.0,60,56,93.3,34,29,85.3,20,15,75.0,105,90,85.7,10,5,50.0,43,38,88.4,106,91,85.8,1,0,0.0,0,39,15,38.5,16,7,17.9,0,0,0.0,4,5,25,35,0,2,7,3,0,0
17,2021,K리그1,제주,이창민,MF,8,3248,4,2,91,28,27,36,15,76,2,103,89,0,13,9,69.2,"2,430","1,923",79.1,46,"1,029",651,0.0,426,421,98.8,975,851,87.3,498,328,65.9,198,143,72.2,"1,734","1,452",83.7,384,195,50.8,926,753,81.3,"1,120",975,87.1,151,38,25.2,14,289,156,54.0,77,36,12.5,17,10,58.8,30,88,131,441,6,17,17,24,0,0
18,2021,K리그1,제주,정우재,MF,22,3399,3,2,29,9,6,14,9,20,8,2,0,308,22,9,40.9,"1,668","1,229",73.7,32,675,371,0.0,514,501,97.5,479,357,74.5,626,472,75.4,281,170,60.5,761,587,77.1,102,35,34.3,456,297,65.1,"1,110",897,80.8,77,19,24.7,7,281,156,55.5,125,69,24.6,20,10,50.0,27,87,159,316,5,17,27,17,1,0
19,2021,K리그1,제주,조성준,MF,7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,21,84.0,2,8,7,0.0,6,6,100.0,11,8,72.7,6,6,100.0,3,1,33.3,16,14,87.5,1,1,100.0,9,9,100.0,15,11,73.3,1,1,100.0,0,5,2,40.0,6,2,40.0,0,0,0.0,1,1,3,14,0,1,0,3,0,0
20,2021,K리그1,제주,홍성욱,MF,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,62.5,0,3,0,0.0,2,2,100.0,3,3,100.0,4,2,50.0,0,0,0.0,4,3,75.0,0,0,0.0,0,0,0.0,8,5,62.5,0,0,0.0,0,5,3,60.0,3,1,20.0,1,1,100.0,0,0,2,2,0,0,2,0,0,0
21,2021,K리그1,제주,공민현,FW,19,601,0,2,4,1,1,2,3,1,2,0,0,1,4,0,0.0,215,152,70.7,9,77,41,0.0,75,65,86.7,63,46,73.0,96,62,64.6,19,14,73.7,100,76,76.0,4,2,50.0,39,30,76.9,172,120,69.8,9,4,44.4,2,79,41,51.9,49,24,30.4,2,2,100.0,3,9,22,36,1,5,9,10,1,0
22,2021,K리그1,제주,김명순,FW,39,26,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,7,5,71.4,0,3,2,0.0,2,1,50.0,2,2,100.0,3,2,66.7,1,0,0.0,3,3,100.0,0,0,0.0,2,2,100.0,5,3,60.0,0,0,0.0,0,9,3,33.3,4,1,11.1,2,1,50.0,0,1,4,0,0,0,1,0,0,0
23,2021,K리그1,제주,김봉수,FW,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,10,100.0,0,2,2,0.0,3,3,100.0,5,5,100.0,2,2,100.0,2,2,100.0,6,6,100.0,0,0,0.0,3,3,100.0,7,7,100.0,0,0,0.0,0,3,1,33.3,1,1,33.3,1,1,100.0,0,1,3,0,0,0,0,0,0,0
24,2021,K리그1,제주,류승우,FW,28,96,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0.0,27,23,85.2,0,8,5,0.0,9,9,100.0,10,9,90.0,15,12,80.0,1,1,100.0,11,10,90.9,0,0,0.0,8,7,87.5,19,16,84.2,1,0,0.0,0,16,6,37.5,2,1,6.2,1,0,0.0,0,1,1,2,0,3,2,0,0,0
25,2021,K리그1,제주,변경준,FW,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,5,50.0,0,3,1,0.0,2,0,0.0,5,4,80.0,8,4,50.0,1,1,100.0,1,0,0.0,1,0,0.0,1,1,100.0,8,4,50.0,2,1,50.0,0,5,1,20.0,1,0,0.0,0,0,0.0,0,0,2,2,0,2,4,2,0,0
26,2021,K리그1,제주,이규혁,FW,38,215,0,1,4,1,1,2,2,2,0,0,0,0,2,2,100.0,50,33,66.0,1,11,5,0.0,19,17,89.5,20,11,55.0,23,12,52.2,1,0,0.0,26,21,80.8,0,0,0.0,14,8,57.1,36,25,69.4,3,0,0.0,1,23,9,39.1,7,1,4.3,0,0,0.0,1,2,7,14,0,6,8,2,0,0
27,2021,K리그1,제주,이동률,FW,37,748,0,0,10,4,2,4,2,8,6,0,0,1,6,1,16.7,177,121,68.4,6,51,28,0.0,63,55,87.3,63,38,60.3,104,65,62.5,15,10,66.7,58,46,79.3,8,5,62.5,41,28,68.3,128,88,68.8,19,2,10.5,2,99,44,44.4,24,5,5.1,11,4,36.4,1,10,20,43,0,11,8,17,0,0
28,2021,K리그1,제주,이정문,FW,26,128,1,0,7,3,0,4,7,0,0,0,0,0,0,0,0.0,44,29,65.9,2,18,7,0.0,10,9,90.0,16,13,81.2,11,8,72.7,3,3,100.0,30,18,60.0,1,1,100.0,8,4,50.0,35,24,68.6,1,0,0.0,1,10,3,30.0,26,17,170.0,1,1,100.0,0,2,2,12,0,1,1,2,0,0
29,2021,K리그1,제주,자와다,FW,9,294,0,1,8,0,2,6,6,2,1,0,0,0,0,0,0.0,82,59,72.0,2,29,14,0.0,23,21,91.3,30,24,80.0,28,18,64.3,2,1,50.0,52,40,76.9,2,0,0.0,24,20,83.3,56,39,69.6,1,0,0.0,0,29,14,48.3,57,26,89.7,1,1,100.0,3,3,5,9,0,4,11,5,0,0
30,2021,K리그1,제주,제르소,FW,11,1941,5,2,38,16,10,12,23,15,2,3,0,3,51,22,43.1,488,341,69.9,22,139,87,0.0,151,139,92.1,198,115,58.1,266,167,62.8,28,17,60.7,194,157,80.9,30,10,33.3,139,93,66.9,319,238,74.6,76,14,18.4,23,275,139,50.5,60,19,6.9,11,5,45.5,8,44,63,121,1,36,57,37,3,0
31,2021,K리그1,제주,조성준,FW,7,299,0,0,3,0,0,3,2,1,2,0,0,0,2,0,0.0,108,85,78.7,0,23,13,0.0,48,47,97.9,37,25,67.6,45,30,66.7,8,6,75.0,55,49,89.1,3,3,100.0,26,16,61.5,79,66,83.5,10,0,0.0,0,23,8,34.8,15,3,13.0,2,1,50.0,1,4,5,16,0,8,1,3,0,0
32,2021,K리그1,제주,주민규,FW,18,2674,21,1,78,35,17,26,62,16,17,0,0,2,4,1,25.0,561,390,69.5,20,198,86,0.0,187,170,90.9,176,134,76.1,218,144,66.1,21,13,61.9,322,233,72.4,14,9,64.3,120,80,66.7,427,301,70.5,9,2,22.2,6,171,71,41.5,341,123,71.9,6,3,50.0,13,12,23,79,3,29,36,55,3,0
33,2021,K리그1,제주,진성욱,FW,10,378,0,3,4,1,0,3,2,2,5,0,0,0,0,0,0.0,93,68,73.1,4,34,19,0.0,32,31,96.9,27,18,66.7,32,23,71.9,6,5,83.3,55,40,72.7,4,3,75.0,20,10,50.0,69,55,79.7,2,1,50.0,0,47,19,40.4,47,16,34.0,3,1,33.3,5,5,13,11,0,9,9,6,0,0
34,2021,K리그1,제주,추상훈,FW,40,183,0,1,3,2,0,1,1,2,1,0,0,0,3,1,33.3,49,40,81.6,2,9,7,0.0,19,18,94.7,21,15,71.4,26,19,73.1,1,1,100.0,22,20,90.9,3,2,66.7,8,7,87.5,38,31,81.6,6,1,16.7,0,10,2,20.0,9,3,30.0,4,1,25.0,0,1,3,6,1,4,1,9,0,0
35,2021,K리그1,제주,강윤성,대기,6,378,0,0,6,1,2,3,2,4,0,1,0,13,5,2,40.0,149,105,70.5,3,48,25,0.0,37,37,100.0,64,43,67.2,85,57,67.1,9,7,77.8,55,41,74.5,12,5,41.7,44,25,56.8,93,75,80.6,26,4,15.4,0,35,12,34.3,11,5,14.3,1,0,0.0,2,3,16,40,1,2,5,7,2,0
36,2021,K리그1,제주,공민현,대기,19,98,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0.0,26,18,69.2,0,11,7,0.0,7,7,100.0,8,4,50.0,11,6,54.5,2,2,100.0,13,10,76.9,2,1,50.0,6,3,50.0,18,14,77.8,2,0,0.0,0,12,5,41.7,14,3,25.0,0,0,0.0,0,1,5,3,0,2,2,1,0,0
37,2021,K리그1,제주,권한진,대기,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,100.0,0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,1,1,100.0,1,1,100.0,0,0,0.0,1,0,2,1,0,0,1,0,0,0
38,2021,K리그1,제주,김경재,대기,23,171,0,0,2,0,1,1,1,1,0,4,0,0,1,0,0.0,85,70,82.4,0,43,29,0.0,10,10,100.0,32,31,96.9,9,6,66.7,21,16,76.2,55,48,87.3,7,2,28.6,41,35,85.4,37,33,89.2,1,0,0.0,0,3,1,33.3,18,8,266.7,1,0,0.0,3,2,11,17,0,0,5,3,2,0
39,2021,K리그1,제주,김명순,대기,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
40,2021,K리그1,제주,김봉수,대기,30,227,0,0,4,1,2,1,2,2,0,0,0,0,0,0,0.0,101,77,76.2,1,45,29,0.0,17,16,94.1,39,32,82.1,26,17,65.4,10,7,70.0,65,53,81.5,10,6,60.0,21,12,57.1,70,59,84.3,7,2,28.6,0,23,11,47.8,13,10,43.5,4,3,75.0,2,9,9,30,2,1,0,2,0,0
41,2021,K리그1,제주,김영욱,대기,14,621,0,2,4,2,0,2,2,2,0,25,40,12,3,1,33.3,337,218,64.7,18,123,70,0.0,78,75,96.2,136,73,53.7,164,84,51.2,28,19,67.9,145,115,79.3,61,19,31.1,104,57,54.8,172,142,82.6,94,22,23.4,2,68,26,38.2,25,11,16.2,6,2,33.3,4,11,23,55,1,0,21,5,3,0
42,2021,K리그1,제주,김예지,대기,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
43,2021,K리그1,제주,김오규,대기,35,157,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.0,88,78,88.6,0,41,32,0.0,8,8,100.0,39,38,97.4,6,6,100.0,13,9,69.2,69,63,91.3,24,20,83.3,32,29,90.6,32,29,90.6,2,1,50.0,0,7,4,57.1,9,3,42.9,1,1,100.0,5,2,6,16,1,0,1,1,0,0
44,2021,K리그1,제주,김재봉,대기,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
45,2021,K리그1,제주,김주원,대기,36,49,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,29,27,93.1,0,10,9,0.0,2,2,100.0,17,16,94.1,0,0,0.0,12,12,100.0,17,15,88.2,0,0,0.0,17,16,94.1,12,11,91.7,0,0,0.0,0,1,1,100.0,5,3,300.0,1,1,100.0,1,1,2,4,0,0,1,0,0,0
46,2021,K리그1,제주,류승우,대기,28,251,1,1,6,3,2,1,4,2,0,1,0,2,3,1,33.3,71,46,64.8,5,25,10,0.0,20,18,90.0,26,18,69.2,39,23,59.0,4,2,50.0,28,21,75.0,2,2,100.0,19,13,68.4,50,31,62.0,5,2,40.0,0,39,14,35.9,15,2,5.1,0,0,0.0,2,1,8,16,1,6,1,1,1,0
47,2021,K리그1,제주,박원재,대기,33,384,0,1,1,0,0,1,0,1,1,1,3,27,2,2,100.0,188,150,79.8,3,67,39,0.0,61,61,100.0,60,50,83.3,75,55,73.3,24,20,83.3,89,75,84.3,17,11,64.7,64,44,68.8,107,95,88.8,18,5,27.8,0,21,10,47.6,10,3,14.3,3,1,33.3,5,5,9,33,1,5,4,6,2,0
48,2021,K리그1,제주,변경준,대기,29,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,1,1,100.0,0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
49,2021,K리그1,제주,안현범,대기,17,144,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0.0,51,41,80.4,1,10,5,0.0,25,25,100.0,16,11,68.8,28,21,75.0,8,7,87.5,15,13,86.7,4,2,50.0,17,14,82.4,30,25,83.3,6,2,33.3,0,12,4,33.3,10,8,66.7,1,1,100.0,3,8,4,6,1,2,0,2,0,0
50,2021,K리그1,제주,여름,대기,16,103,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,54,46,85.2,1,24,21,0.0,9,9,100.0,21,16,76.2,15,11,73.3,4,3,75.0,35,32,91.4,5,4,80.0,13,12,92.3,36,30,83.3,1,1,100.0,0,9,3,33.3,4,0,0.0,2,1,50.0,0,3,2,8,0,0,3,2,1,0
51,2021,K리그1,제주,오승훈,대기,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
52,2021,K리그1,제주,유연수,대기,31,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,100.0,0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
53,2021,K리그1,제주,이규혁,대기,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,8,66.7,0,3,0,0.0,6,6,100.0,3,2,66.7,4,2,50.0,1,1,100.0,7,5,71.4,0,0,0.0,3,2,66.7,9,6,66.7,1,0,0.0,0,5,2,40.0,0,0,0.0,0,0,0.0,0,2,0,2,0,1,0,0,0,0
